No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,AQI_Level
6591,2013,11,30,14,12,24,12,23,600,60,10.6,1019.2,-14.2,0,N,1.4,Tiantan,30-11-2013 14:00,Good
6592,2013,11,30,15,8,10,13,11,200,98.1036,8.9,1014.4,-15.6,0,ESE,1.4,Huairou,30-11-2013 15:00,Good
6592,2013,11,30,15,10,25,11,11,400,56,10.9,1016.7,-12.5,0,WNW,4.1,Wanshouxigong,30-11-2013 15:00,Good
6592,2013,11,30,15,9,26,12,23,500,64,10.4,1019.7,-14.4,0,NNW,4,Tiantan,30-11-2013 15:00,Good
6592,2013,11,30,15,15,30,11,21,400,54,9.6,1014.7,-12.3,0,WNW,4.2,Changping,30-11-2013 15:00,Good
6593,2013,11,30,16,13,36,23,25,300,76.6836,6.4,1015.1,-16.3,0,N,0.6,Huairou,30-11-2013 16:00,Good
6593,2013,11,30,16,14,37,13,36,600,47,9,1020,-13.4,0,WNW,2.2,Tiantan,30-11-2013 16:00,Good
6593,2013,11,30,16,14,34,14,18,400,62,8.3,1015.1,-12.2,0,NW,2.8,Changping,30-11-2013 16:00,Good
6593,2013,11,30,16,11,28,11,18,400,48,9.6,1017.3,-12.3,0,WNW,2.6,Wanshouxigong,30-11-2013 16:00,Good
6594,2013,11,30,17,13,31,7,20,400,47,8.2,1018.3,-12.3,0,W,2.7,Wanshouxigong,30-11-2013 17:00,Good
6594,2013,11,30,17,13,36,19,23,400,52,7.9,1015.9,-12,0,WNW,2.4,Changping,30-11-2013 17:00,Good
6594,2013,11,30,17,17,42,10,45,700,35,5.9,1020.9,-14.2,0,NW,0.9,Tiantan,30-11-2013 17:00,Good
6594,2013,11,30,17,19,35,39,47,500,50.1228,3.3,1015.9,-14.9,0,WNW,1.4,Huairou,30-11-2013 17:00,Good
6595,2013,11,30,18,17,45,10,54,900,22,5,1021.6,-12.5,0,NE,1.5,Tiantan,30-11-2013 18:00,Good
6595,2013,11,30,18,11,31,5,28,400,38,7.3,1018.9,-12.5,0,WNW,2.4,Wanshouxigong,30-11-2013 18:00,Good
6595,2013,11,30,18,35,68,35,71,900,17.5644,1.7,1016.4,-15.3,0,WNW,1.8,Huairou,30-11-2013 18:00,Good
6595,2013,11,30,18,20,42,22,31,500,43,6.2,1016.7,-11.9,0,NNW,1.7,Changping,30-11-2013 18:00,Good
6596,2013,11,30,19,26,39,34,37,700,35,4.6,1016.8,-11.9,0,ENE,0.5,Changping,30-11-2013 19:00,Good
6596,2013,11,30,19,23,48,11,61,900,3,2.3,1021.8,-12.4,0,W,0.7,Tiantan,30-11-2013 19:00,Good
6596,2013,11,30,19,14,31,6,41,600,20,3.2,1019.1,-12.3,0,W,0.8,Wanshouxigong,30-11-2013 19:00,Good
6596,2013,11,30,19,63,90,33,70,1600,11.9952,0.5,1016.6,-15.5,0,W,1.5,Huairou,30-11-2013 19:00,Moderate
6597,2013,11,30,20,27,39,56,37,800,29,4.1,1016.8,-12.4,0,N,2.6,Changping,30-11-2013 20:00,Good
6597,2013,11,30,20,17,41,8,52,800,7,0.6,1019.1,-10.6,0,W,0.2,Wanshouxigong,30-11-2013 20:00,Good
6597,2013,11,30,20,26,42,9,59,1100,1,0.9,1021.9,-11.5,0,ENE,0.4,Tiantan,30-11-2013 20:00,Good
6597,2013,11,30,20,51,55,24,46,1200,29.5596,0.2,1016.7,-15.4,0,ESE,1,Huairou,30-11-2013 20:00,Moderate
6598,2013,11,30,21,27,49,13,64,1500,1,-0.8,1019.4,-10.2,0,W,0.6,Wanshouxigong,30-11-2013 21:00,Good
6598,2013,11,30,21,28,35,42,46,800,18,3.9,1017.1,-12.6,0,NNE,1.5,Changping,30-11-2013 21:00,Good
6598,2013,11,30,21,27,37,8,56,1300,1,-0.2,1022.2,-11.3,0,ENE,0.5,Tiantan,30-11-2013 21:00,Good
6598,2013,11,30,21,41,48,18,41,1000,28.917,-1.5,1017,-13.4,0,WNW,1.1,Huairou,30-11-2013 21:00,Good
6599,2013,11,30,22,68,75,54,65,1700,6.2118,-2.3,1017,-12.6,0,NW,0.8,Huairou,30-11-2013 22:00,Moderate
6599,2013,11,30,22,24,36,8,58,1400,1,0.6,1022.2,-11.8,0,ENE,0.9,Tiantan,30-11-2013 22:00,Good
6599,2013,11,30,22,20,28,39,26,500,42,4.2,1017.1,-12.7,0,ENE,1.3,Changping,30-11-2013 22:00,Good
6599,2013,11,30,22,27,50,15,62,2100,1,-1.3,1019.6,-9.4,0,SW,0.8,Wanshouxigong,30-11-2013 22:00,Good
6600,2013,11,30,23,25,33,32,31,700,35,3.9,1016.8,-12.6,0,NNE,1.6,Changping,30-11-2013 23:00,Good
6600,2013,11,30,23,40,42,23,59,1700,1,1.8,1019.5,-10.7,0,NNW,0.4,Wanshouxigong,30-11-2013 23:00,Good
6600,2013,11,30,23,60,66,27,51,1500,11.3526,-3,1016.9,-13.6,0,NNE,1.3,Huairou,30-11-2013 23:00,Moderate
6600,2013,11,30,23,28,36,9,57,1400,1,0.2,1022,-12.5,0,NW,0.4,Tiantan,30-11-2013 23:00,Good
6601,2013,12,1,0,50,47,20,36,1200,22.2768,-2.6,1016.6,-14.4,0,ENE,0.8,Huairou,01-12-2013 00:00,Good
6601,2013,12,1,0,36,55,26,60,1900,1,-1.2,1019.2,-9.1,0,WNW,0.8,Wanshouxigong,01-12-2013 00:00,Good
6601,2013,12,1,0,30,34,43,30,700,33.8436,4.3,1016.6,-12.6,0,NNE,2.1,Changping,01-12-2013 00:00,Good
6601,2013,12,1,0,29,48,9,59,1500,1.2852,-0.5,1021.7,-12.8,0,SW,0.9,Tiantan,01-12-2013 00:00,Good
6602,2013,12,1,1,56,49,66,54,1400,8.3538,-3.5,1016.5,-14,0,NNE,0.8,Huairou,01-12-2013 01:00,Moderate
6602,2013,12,1,1,25,34,77,33,600,31,3.7,1016.4,-11.9,0,N,1.7,Changping,01-12-2013 01:00,Good
6602,2013,12,1,1,113,153,64,71,3300,3,-2.9,1018.9,-9.2,0,NE,0.5,Wanshouxigong,01-12-2013 01:00,Unhealthy
6602,2013,12,1,1,43,64,10,61,2600,2,-1.4,1021.6,-12.1,0,ENE,0.5,Tiantan,01-12-2013 01:00,Good
6603,2013,12,1,2,98,115,18,73,4400,2,-2.3,1021.4,-11.8,0,NNW,0.4,Tiantan,01-12-2013 02:00,Moderate
6603,2013,12,1,2,25,32,62,30,700,33,2.9,1016.2,-11.8,0,NNW,1.1,Changping,01-12-2013 02:00,Good
6603,2013,12,1,2,44,41,34,42,1100,14.7798,-4.1,1016.2,-13.2,0,WNW,0.9,Huairou,01-12-2013 02:00,Good
6603,2013,12,1,2,129,153,60,63,3000,3,-3.2,1018.7,-8.9,0,WSW,1.1,Wanshouxigong,01-12-2013 02:00,Unhealthy
6604,2013,12,1,3,132,157,56,62,3900,3,-3.3,1018.4,-8,0,W,0.8,Wanshouxigong,01-12-2013 03:00,Unhealthy
6604,2013,12,1,3,32,27,29,33,1200,23.7762,-4.9,1016,-12.8,0,WNW,0.8,Huairou,01-12-2013 03:00,Good
6604,2013,12,1,3,108,110,12,62,3000,2,-2.8,1021,-11.1,0,N,0.4,Tiantan,01-12-2013 03:00,Unhealthy
6604,2013,12,1,3,28,31,107,35,700,27,3.8,1015.8,-11.8,0,NNE,2.2,Changping,01-12-2013 03:00,Good
6605,2013,12,1,4,25,21,16,43,900,16.065,-4.7,1015.7,-11.9,0,NW,0.8,Huairou,01-12-2013 04:00,Good
6605,2013,12,1,4,135,154,62,65,4300,3,-3.7,1018.1,-8.9,0,S,0.4,Wanshouxigong,01-12-2013 04:00,Unhealthy
6605,2013,12,1,4,97,102,10,62,3200,4,-2.5,1020.9,-11,0,ENE,0.8,Tiantan,01-12-2013 04:00,Moderate
6605,2013,12,1,4,25,30,82,34,700,27,3,1015.7,-11.7,0,NW,0.9,Changping,01-12-2013 04:00,Good
6606,2013,12,1,5,25,26,52,50,900,9.8532,-5.5,1015.9,-12.9,0,SSW,0.6,Huairou,01-12-2013 05:00,Good
6606,2013,12,1,5,24,29,90,38,900,22,2.8,1016,-11.9,0,NNW,1.7,Changping,01-12-2013 05:00,Good
6606,2013,12,1,5,172,191,77,67,4500,6,-4.1,1018.3,-8.9,0,NE,1.4,Wanshouxigong,01-12-2013 05:00,Hazardous
6606,2013,12,1,5,122,122,11,61,4200,2,-3.4,1021,-11.4,0,ENE,0.6,Tiantan,01-12-2013 05:00,Unhealthy
6607,2013,12,1,6,23,26,32,49,900,9.8532,-5.6,1015.9,-12.4,0,ENE,0.6,Huairou,01-12-2013 06:00,Good
6607,2013,12,1,6,19,24,82,33,800,30,2.5,1016,-11.8,0,WNW,2.1,Changping,01-12-2013 06:00,Good
6607,2013,12,1,6,164,194,59,69,5500,5,-4.9,1018.4,-9.5,0,E,0.1,Wanshouxigong,01-12-2013 06:00,Hazardous
6607,2013,12,1,6,136,133,11,66,4600,2,-4.3,1021.2,-11.1,0,NW,0.5,Tiantan,01-12-2013 06:00,Unhealthy
6608,2013,12,1,7,23,37,26,59,1100,3.213,-4.6,1016.3,-11.8,0,SW,0.7,Huairou,01-12-2013 07:00,Good
6608,2013,12,1,7,25,27,94,36,800,26,1.8,1016.2,-11.7,0,NNE,1.8,Changping,01-12-2013 07:00,Good
6608,2013,12,1,7,133,149,11,67,4600,2,-2.9,1021.2,-10.2,0,WNW,0.9,Tiantan,01-12-2013 07:00,Unhealthy
6608,2013,12,1,7,149,192,46,72,5500,4,-3.9,1018.6,-8.8,0,W,1.1,Wanshouxigong,01-12-2013 07:00,Unhealthy
6609,2013,12,1,8,138,170,9,66,4900,2,2.3,1021.6,-11.6,0,E,1.3,Tiantan,01-12-2013 08:00,Unhealthy
6609,2013,12,1,8,24,33,74,44,900,17,5.4,1016.2,-11.3,0,NW,3,Changping,01-12-2013 08:00,Good
6609,2013,12,1,8,32,46,24,60,1300,4.4982,-0.3,1016.7,-10.8,0,E,1,Huairou,01-12-2013 08:00,Good
6609,2013,12,1,8,149,195,41,72,7000,4,0.7,1018.8,-7.6,0,WSW,0.7,Wanshouxigong,01-12-2013 08:00,Unhealthy
6610,2013,12,1,9,145,259,20,77,5100,1,5,1021.3,-11.6,0,NNE,1.3,Tiantan,01-12-2013 09:00,Unhealthy
6610,2013,12,1,9,41,56,44,55,1200,13.923,3,1016.5,-11.4,0,ESE,1,Huairou,01-12-2013 09:00,Good
6610,2013,12,1,9,31,39,46,39,900,23,8,1016.1,-12.5,0,WNW,4.9,Changping,01-12-2013 09:00,Good
6610,2013,12,1,9,108,122,45,68,4600,1,6.9,1018.5,-8.3,0,SE,0.8,Wanshouxigong,01-12-2013 09:00,Unhealthy
6611,2013,12,1,10,49,39,47,58,2100,1,9.1,1017.9,-9.4,0,SSW,0.8,Wanshouxigong,01-12-2013 10:00,Good
6611,2013,12,1,10,55,45,40,64,1700,5,7.6,1020.6,-11.7,0,ENE,1.7,Tiantan,01-12-2013 10:00,Moderate
6611,2013,12,1,10,44,67,62,48,1000,27.6318,4.8,1015.8,-12.2,0,E,1.4,Huairou,01-12-2013 10:00,Good
6611,2013,12,1,10,25,40,30,24,500,47,9,1015.4,-12.8,0,NW,5.2,Changping,01-12-2013 10:00,Good
6612,2013,12,1,11,45,65,41,66,1400,8,9.4,1019.1,-12.5,0,NW,1.5,Tiantan,01-12-2013 11:00,Good
6612,2013,12,1,11,26,42,24,19,400,59,10.1,1014.1,-13.9,0,NW,4.5,Changping,01-12-2013 11:00,Good
6612,2013,12,1,11,42,58,46,39,900,42.6258,6.7,1014.2,-12.5,0,ENE,1,Huairou,01-12-2013 11:00,Good
6612,2013,12,1,11,39,21,45,49,1400,5,10,1016.7,-9.2,0,SW,1.2,Wanshouxigong,01-12-2013 11:00,Good
6613,2013,12,1,12,26,49,21,16,400,65,10.9,1013.1,-14,0,NW,4.5,Changping,01-12-2013 12:00,Good
6613,2013,12,1,12,40,44,54,36,700,51.1938,8.4,1013.1,-12.1,0,E,1.9,Huairou,01-12-2013 12:00,Good
6613,2013,12,1,12,45,49,38,69,1400,11,10.8,1018.1,-12.6,0,SW,1.7,Tiantan,01-12-2013 12:00,Good
6613,2013,12,1,12,29,28,39,48,1300,11,10.6,1015.6,-10.3,0,W,3.1,Wanshouxigong,01-12-2013 12:00,Good
6614,2013,12,1,13,36,43,57,38,700,56.1204,9.4,1012.3,-12.5,0,E,1.4,Huairou,01-12-2013 13:00,Good
6614,2013,12,1,13,46,42,33,60,1100,20,12,1017.5,-12.4,0,W,1.6,Tiantan,01-12-2013 13:00,Good
6614,2013,12,1,13,49,48,39,56,1500,11,10.9,1014.8,-11.2,0,WSW,2,Wanshouxigong,01-12-2013 13:00,Good
6614,2013,12,1,13,23,27,21,16,400,65,11.6,1012.2,-14.2,0,NW,3.5,Changping,01-12-2013 13:00,Good
6615,2013,12,1,14,23,26,23,20,500,62,11.9,1011.6,-14,0,NW,3.7,Changping,01-12-2013 14:00,Good
6615,2013,12,1,14,29,43,52,36,600,59.976,9.7,1011.5,-12.9,0,ENE,1,Huairou,01-12-2013 14:00,Good
6615,2013,12,1,14,60,74,42,84,1600,14,11.6,1016.8,-12,0,SW,1.9,Tiantan,01-12-2013 14:00,Moderate
6615,2013,12,1,14,86,98,45,84,2200,8,10.6,1014.3,-9.7,0,SW,1.9,Wanshouxigong,01-12-2013 14:00,Moderate
6616,2013,12,1,15,35,44,50,44,700,53.55,8.9,1011.4,-12.9,0,ENE,1,Huairou,01-12-2013 15:00,Good
6616,2013,12,1,15,83,97,40,93,1600,14,10.8,1016.6,-12,0,SW,1.6,Tiantan,01-12-2013 15:00,Moderate
6616,2013,12,1,15,24,24,21,22,400,64,11.3,1011.4,-13.7,0,NW,3.1,Changping,01-12-2013 15:00,Good
6616,2013,12,1,15,97,105,35,82,1800,13,10,1014.1,-10.2,0,SSW,1.3,Wanshouxigong,01-12-2013 15:00,Moderate
6617,2013,12,1,16,22,28,22,24,500,59,9.4,1011.3,-11.9,0,W,1.1,Changping,01-12-2013 16:00,Good
6617,2013,12,1,16,77,83,23,58,1300,24,7.4,1014.2,-9.5,0,W,1.1,Wanshouxigong,01-12-2013 16:00,Moderate
6617,2013,12,1,16,82,89,27,79,1200,23,8.3,1016.7,-11.7,0,WSW,1.9,Tiantan,01-12-2013 16:00,Moderate
6617,2013,12,1,16,43,59,41,49,700,45.8388,6.3,1011.4,-12.3,0,NNW,0.8,Huairou,01-12-2013 16:00,Good
6618,2013,12,1,17,22,36,24,34,600,43,7.5,1011.5,-9.9,0,SSW,0.9,Changping,01-12-2013 17:00,Good
6618,2013,12,1,17,43,62,51,62,900,29.3454,3.1,1011.6,-12.4,0,WNW,1.3,Huairou,01-12-2013 17:00,Good
6618,2013,12,1,17,58,75,20,66,900,23,7.5,1016.9,-11.3,0,WSW,2.4,Tiantan,01-12-2013 17:00,Moderate
6618,2013,12,1,17,61,69,20,61,1300,10,5,1014.3,-8.2,0,SW,1.6,Wanshouxigong,01-12-2013 17:00,Moderate
6619,2013,12,1,18,79,114,25,76,1700,1,4.5,1014.2,-8,0,SW,1,Wanshouxigong,01-12-2013 18:00,Moderate
6619,2013,12,1,18,60,69,16,71,1000,5,6.8,1016.9,-9.6,0,WSW,1.5,Tiantan,01-12-2013 18:00,Moderate
6619,2013,12,1,18,67,109,43,85,1700,4.4982,1.4,1011.7,-12.4,0,WNW,1,Huairou,01-12-2013 18:00,Moderate
6619,2013,12,1,18,114,135,49,90,2200,10,4.9,1011.6,-11.7,0,NNW,1.6,Changping,01-12-2013 18:00,Unhealthy
6620,2013,12,1,19,118,159,39,79,2100,1,4.6,1014.3,-8.2,0,SW,1.2,Wanshouxigong,01-12-2013 19:00,Unhealthy
6620,2013,12,1,19,119,131,47,80,2800,9.639,0,1011.9,-12,0,WNW,1.4,Huairou,01-12-2013 19:00,Unhealthy
6620,2013,12,1,19,85,96,28,84,1300,2,5.7,1017,-9.7,0,W,1.4,Tiantan,01-12-2013 19:00,Moderate
6620,2013,12,1,19,140,145,45,95,2100,9,3.6,1011.6,-11.6,0,NNE,0.7,Changping,01-12-2013 19:00,Unhealthy
6621,2013,12,1,20,145,176,52,87,2500,1,2.5,1014.2,-7.2,0,W,1.5,Wanshouxigong,01-12-2013 20:00,Unhealthy
6621,2013,12,1,20,108,118,42,74,2700,6.6402,-1.5,1011.9,-11.4,0,SW,0.6,Huairou,01-12-2013 20:00,Unhealthy
6621,2013,12,1,20,159,156,57,88,2800,11,2.9,1011.8,-12.2,0,NNE,0,Changping,01-12-2013 20:00,Hazardous
6621,2013,12,1,20,111,116,30,90,1600,3,5.9,1017,-9.6,0,WSW,2,Tiantan,01-12-2013 20:00,Unhealthy
6622,2013,12,1,21,112,122,51,77,2500,9,2.3,1011.8,-12.4,0,NNW,1.7,Changping,01-12-2013 21:00,Unhealthy
6622,2013,12,1,21,134,135,24,91,2100,1,3.6,1016.6,-9.4,0,WSW,1.6,Tiantan,01-12-2013 21:00,Unhealthy
6622,2013,12,1,21,97,90,40,66,2400,5.9976,-1.8,1011.9,-10.1,0,W,0.7,Huairou,01-12-2013 21:00,Moderate
6622,2013,12,1,21,162,182,44,90,3000,1,-0.2,1014.1,-7,0,W,1,Wanshouxigong,01-12-2013 21:00,Hazardous
6623,2013,12,1,22,105,111,50,72,2700,12,1.2,1011.8,-11.6,0,N,0.1,Changping,01-12-2013 22:00,Unhealthy
6623,2013,12,1,22,152,158,43,89,3100,1,-1.5,1014,-7.2,0,W,0.8,Wanshouxigong,01-12-2013 22:00,Hazardous
6623,2013,12,1,22,83,72,36,61,1900,5.1408,-2.5,1011.9,-10.8,0,W,0.6,Huairou,01-12-2013 22:00,Moderate
6623,2013,12,1,22,142,130,20,90,2300,1,0.8,1016.7,-8.5,0,NNW,0.7,Tiantan,01-12-2013 22:00,Unhealthy
6624,2013,12,1,23,111,107,55,68,2800,11,0.6,1011.8,-11.8,0,N,1.4,Changping,01-12-2013 23:00,Unhealthy
6624,2013,12,1,23,141,132,15,87,2500,1,1.7,1016.9,-8.4,0,E,1.4,Tiantan,01-12-2013 23:00,Unhealthy
6624,2013,12,1,23,162,173,51,90,3200,1,-1.9,1014.2,-7.2,0,W,0.9,Wanshouxigong,01-12-2013 23:00,Hazardous
6624,2013,12,1,23,71,64,43,58,1800,6.426,-3.1,1011.7,-11.3,0,SW,0.7,Huairou,01-12-2013 23:00,Moderate
6625,2013,12,2,0,141,142,13,88,2600,1,-0.5,1016.3,-8,0,SW,0.5,Tiantan,02-12-2013 00:00,Unhealthy
6625,2013,12,2,0,197,213,53,88,4100,3,-2.7,1013.6,-8.2,0,ENE,0,Wanshouxigong,02-12-2013 00:00,Hazardous
6625,2013,12,2,0,77,69,79,62,1900,3.6414,-3.3,1011.2,-10.6,0,N,0.7,Huairou,02-12-2013 00:00,Moderate
6625,2013,12,2,0,126,122,55,68,3800,12,-0.6,1011.3,-10.8,0,NNW,1.3,Changping,02-12-2013 00:00,Unhealthy
6626,2013,12,2,1,158,138,51,67,4300,15,-0.9,1011,-10.6,0,WNW,0.4,Changping,02-12-2013 01:00,Hazardous
6626,2013,12,2,1,65,52,34,47,1600,8.9964,-4.1,1010.8,-9.5,0,W,0.9,Huairou,02-12-2013 01:00,Moderate
6626,2013,12,2,1,160,172,13,94,2900,2,-2.3,1016.1,-8.6,0,S,0,Tiantan,02-12-2013 01:00,Hazardous
6626,2013,12,2,1,177,184,49,89,4500,1,-2.6,1013.4,-8.3,0,WSW,0.7,Wanshouxigong,02-12-2013 01:00,Hazardous
6627,2013,12,2,2,164,168,46,89,4100,1,-2.4,1013.2,-8.1,0,ENE,0.4,Wanshouxigong,02-12-2013 02:00,Hazardous
6627,2013,12,2,2,49,33,25,28,1100,22.491,-3.9,1010.8,-10.7,0,WNW,1,Huairou,02-12-2013 02:00,Good
6627,2013,12,2,2,157,206,10,96,3400,1,-2.5,1015.9,-8.8,0,W,0.5,Tiantan,02-12-2013 02:00,Hazardous
6627,2013,12,2,2,123,123,48,61,4600,14,-0.7,1010.8,-10.6,0,N,0,Changping,02-12-2013 02:00,Unhealthy
6628,2013,12,2,3,143,133,14,84,3100,1,-0.2,1015.5,-10.7,0,NE,1,Tiantan,02-12-2013 03:00,Unhealthy
6628,2013,12,2,3,153,160,47,67,5100,14,-0.7,1010.3,-10.9,0,N,2,Changping,02-12-2013 03:00,Hazardous
6628,2013,12,2,3,45,39,31,38,1100,14.5656,-4.6,1010.3,-10.2,0,WNW,0.7,Huairou,02-12-2013 03:00,Good
6628,2013,12,2,3,112,88,46,73,2700,1,-2.9,1012.7,-8.2,0,WSW,1,Wanshouxigong,02-12-2013 03:00,Unhealthy
6629,2013,12,2,4,40,34,35,38,1000,10.0674,-4.7,1010.1,-10.9,0,NW,0.7,Huairou,02-12-2013 04:00,Good
6629,2013,12,2,4,103,84,12,70,2400,1,-2.3,1015.1,-9.9,0,ESE,1.3,Tiantan,02-12-2013 04:00,Unhealthy
6629,2013,12,2,4,121,143,47,69,5200,13,-1.7,1010,-10.8,0,NNE,1.1,Changping,02-12-2013 04:00,Unhealthy
6629,2013,12,2,4,66,40,39,59,1800,1,-3.6,1012.3,-8.7,0,W,0.8,Wanshouxigong,02-12-2013 04:00,Moderate
6630,2013,12,2,5,83,60,10,60,1900,1,-3,1015,-10.1,0,E,0.8,Tiantan,02-12-2013 05:00,Moderate
6630,2013,12,2,5,34,28,23,33,1200,16.065,-5.3,1010,-11,0,WNW,0.8,Huairou,02-12-2013 05:00,Good
6630,2013,12,2,5,124,137,35,62,4600,10,-1.5,1009.8,-9.6,0,W,0.7,Changping,02-12-2013 05:00,Unhealthy
6630,2013,12,2,5,57,46,41,56,1700,1,-4,1012.1,-8.9,0,W,0.8,Wanshouxigong,02-12-2013 05:00,Moderate
6631,2013,12,2,6,41,43,27,47,1300,6.426,-5.4,1010.1,-10.4,0,WNW,0.8,Huairou,02-12-2013 06:00,Good
6631,2013,12,2,6,56,46,36,54,1600,1,-4.2,1012.4,-8.9,0,WSW,0.5,Wanshouxigong,02-12-2013 06:00,Moderate
6631,2013,12,2,6,92,82,22,47,2600,7,-0.8,1010.2,-10.7,0,NNW,0.5,Changping,02-12-2013 06:00,Moderate
6631,2013,12,2,6,67,45,9,54,1900,1,-3.5,1015.1,-10.4,0,N,0.7,Tiantan,02-12-2013 06:00,Moderate
6632,2013,12,2,7,54,47,36,53,1700,1,-3.8,1013,-8.7,0,W,1,Wanshouxigong,02-12-2013 07:00,Moderate
6632,2013,12,2,7,81,96,36,52,2700,10,-0.5,1010.7,-9.9,0,NNW,0.1,Changping,02-12-2013 07:00,Moderate
6632,2013,12,2,7,44,46,29,52,1300,2.9988,-4.7,1010.7,-10.3,0,NW,0.7,Huairou,02-12-2013 07:00,Good
6632,2013,12,2,7,57,46,7,54,1900,1,-2.2,1015.8,-10.3,0,S,0.6,Tiantan,02-12-2013 07:00,Moderate
6633,2013,12,2,8,46,62,34,54,1300,3.6414,-1.4,1010.8,-10,0,NNW,0.6,Huairou,02-12-2013 08:00,Good
6633,2013,12,2,8,113,119,107,65,3200,10,1.4,1010.7,-9.3,0,N,1.3,Changping,02-12-2013 08:00,Unhealthy
6633,2013,12,2,8,55,164,11,61,2300,1,2.6,1015.9,-10.7,0,ESE,0.7,Tiantan,02-12-2013 08:00,Moderate
6633,2013,12,2,8,94,115,58,62,3000,2,0.3,1013.3,-7.2,0,W,1.5,Wanshouxigong,02-12-2013 08:00,Moderate
6634,2013,12,2,9,97,114,64,64,2700,1,5.5,1013,-8.4,0,ENE,0.6,Wanshouxigong,02-12-2013 09:00,Moderate
6634,2013,12,2,9,55,79,50,56,1500,6.8544,3.6,1010.6,-10.8,0,NE,1.3,Huairou,02-12-2013 09:00,Moderate
6634,2013,12,2,9,133,150,113,69,3900,9,7.5,1010.4,-10.3,0,W,1,Changping,02-12-2013 09:00,Unhealthy
6634,2013,12,2,9,79,112,22,62,2500,1,4.9,1015.6,-11.3,0,ENE,1.7,Tiantan,02-12-2013 09:00,Moderate
6635,2013,12,2,10,73,86,58,61,2200,1,8.8,1012.4,-9.7,0,NE,1.8,Wanshouxigong,02-12-2013 10:00,Moderate
6635,2013,12,2,10,46,63,57,49,1000,14.7798,5.9,1010,-10.8,0,ENE,1.5,Huairou,02-12-2013 10:00,Good
6635,2013,12,2,10,118,144,104,61,3000,12,10.4,1009.8,-11.6,0,NE,1,Changping,02-12-2013 10:00,Unhealthy
6635,2013,12,2,10,75,88,39,67,2100,2,7.3,1015,-10.5,0,E,1,Tiantan,02-12-2013 10:00,Moderate
6636,2013,12,2,11,49,59,71,44,900,29.1312,8.6,1009.1,-10.9,0,E,1.4,Huairou,02-12-2013 11:00,Good
6636,2013,12,2,11,74,81,63,64,2400,1,9.9,1011.6,-10.3,0,NNW,0.5,Wanshouxigong,02-12-2013 11:00,Moderate
6636,2013,12,2,11,58,64,91,41,1100,17,9.3,1009.1,-8.3,0,SSW,1.9,Changping,02-12-2013 11:00,Moderate
6636,2013,12,2,11,60,94,69,65,1700,6,9.1,1014.3,-11.5,0,NNE,1.2,Tiantan,02-12-2013 11:00,Moderate
6637,2013,12,2,12,72,91,67,70,1600,7,11.2,1013.7,-11,0,SE,1.2,Tiantan,02-12-2013 12:00,Moderate
6637,2013,12,2,12,38,45,46,33,700,44.5536,10.2,1008.5,-11.2,0,ESE,1.4,Huairou,02-12-2013 12:00,Good
6637,2013,12,2,12,79,85,71,68,2200,2,11.1,1011,-10.4,0,S,0.7,Wanshouxigong,02-12-2013 12:00,Moderate
6637,2013,12,2,12,244,298,103,132,5800,14,10.7,1008.4,-7.1,0,ESE,1.1,Changping,02-12-2013 12:00,Hazardous
6638,2013,12,2,13,68,75,60,70,1400,12,10.5,1013.1,-11.6,0,WSW,0.6,Tiantan,02-12-2013 13:00,Moderate
6638,2013,12,2,13,39,44,53,26,600,54.8352,10.4,1007.9,-12.3,0,ESE,1.2,Huairou,02-12-2013 13:00,Good
6638,2013,12,2,13,77,78,64,65,1800,5,11.6,1010.4,-10,0,SSW,1.3,Wanshouxigong,02-12-2013 13:00,Moderate
6638,2013,12,2,13,308,336,119,152,6100,13,10.8,1007.9,-8,0,S,1.5,Changping,02-12-2013 13:00,Hazardous
6639,2013,12,2,14,240,248,90,129,4200,11,11.7,1007.5,-8.2,0,ESE,1.5,Changping,02-12-2013 14:00,Hazardous
6639,2013,12,2,14,66,106,52,77,1500,6,10.9,1012.9,-10.6,0,ESE,1.5,Tiantan,02-12-2013 14:00,Moderate
6639,2013,12,2,14,74,68,53,68,1800,2,11.6,1010.1,-10.6,0,WSW,1.4,Wanshouxigong,02-12-2013 14:00,Moderate
6639,2013,12,2,14,29,35,45,25,500,58.6908,10.7,1007.6,-12.7,0,ESE,0.9,Huairou,02-12-2013 14:00,Good
6640,2013,12,2,15,73,93,59,87,2100,4,9.8,1010.3,-9.3,0,SW,0.9,Wanshouxigong,02-12-2013 15:00,Moderate
6640,2013,12,2,15,68,72,56,92,1900,6,10.6,1013,-10.9,0,ESE,0.8,Tiantan,02-12-2013 15:00,Moderate
6640,2013,12,2,15,38,51,54,33,600,56.5488,10.3,1007.9,-12.4,0,WNW,0.5,Huairou,02-12-2013 15:00,Good
6640,2013,12,2,15,217,223,95,123,3800,9,10.8,1007.9,-8,0,ESE,1,Changping,02-12-2013 15:00,Hazardous
6641,2013,12,2,16,203,213,96,117,3200,8,8.9,1008,-8.2,0,E,0.6,Changping,02-12-2013 16:00,Hazardous
6641,2013,12,2,16,93,121,66,119,2500,2,5.3,1010.6,-7.9,0,W,1.3,Wanshouxigong,02-12-2013 16:00,Moderate
